SampleID,Index,OlinkID,UniProt,Assay,MissingFreq,Panel,Panel_Version,PlateID,QC_Warning,LOD,NPX
Sample_007,7,OID00003,P10145,CXCL8,0.038,Inflammation,v1.0,Plate_1,PASS,0.16,6.2423
Sample_007,7,OID00004,P13232,IL10,0.033,Inflammation,v1.0,Plate_1,PASS,0.76,3.9502
Sample_007,7,OID00005,P01579,IFNG,0.032,Inflammation,v1.0,Plate_1,PASS,0.92,5.8204
Sample_007,7,OID00006,P22301,IL1RL1,0.005,Inflammation,v1.0,Plate_1,PASS,0.79,4.5223
Sample_007,7,OID00007,P05112,IL4,0.043,Inflammation,v1.0,Plate_1,PASS,1.04,4.2201
Sample_007,7,OID00008,P60568,IL2,0.035,Inflammation,v1.0,Plate_1,PASS,0.56,6.1028
Sample_007,7,OID00009,P01374,LTA,0.028,Inflammation,v1.0,Plate_1,PASS,1.24,4.1403
Sample_007,7,OID00010,P29459,IL12A,0.016,Inflammation,v1.0,Plate_1,PASS,0.74,8.5112
Sample_007,7,OID00011,Q16552,IL17A,0.026,Inflammation,v1.0,Plate_1,PASS,0.67,3.2335
Sample_007,7,OID00012,Q9NPH3,IL1A,0.033,Inflammation,v1.0,Plate_1,PASS,1.48,8.5619
Sample_007,7,OID00013,P01583,IL1B,0.018,Inflammation,v1.0,Plate_1,PASS,0.36,5.3062
Sample_007,7,OID00014,P18510,IL1RN,0.031,Inflammation,v1.0,Plate_1,PASS,1.16,4.5904
Sample_007,7,OID00015,P10147,CCL3,0.046,Inflammation,v1.0,Plate_1,PASS,0.87,5.0635
Sample_007,7,OID00016,P13236,CCL4,0.035,Inflammation,v1.0,Plate_1,PASS,0.71,3.9900
Sample_007,7,OID00017,P13501,CCL5,0.012,Inflammation,v1.0,Plate_1,PASS,0.95,7.9162
Sample_007,7,OID00018,P78556,CCL20,0.028,Inflammation,v1.0,Plate_1,PASS,0.32,7.7881
Sample_007,7,OID00019,P02778,CXCL10,0.046,Inflammation,v1.0,Plate_1,PASS,1.49,6.1719
Sample_007,7,OID00020,Q07325,CXCL9,0.006,Inflammation,v1.0,Plate_1,PASS,0.75,4.7860
Sample_007,7,OID00021,P09341,GRO1,0.025,Inflammation,v1.0,Plate_1,PASS,1.10,5.8696
Sample_007,7,OID00022,P01137,TGFB1,0.042,Inflammation,v1.0,Plate_1,PASS,0.48,3.4675
Sample_007,7,OID00023,P09038,FGF2,0.019,Cardiometabolic,v1.0,Plate_1,PASS,0.87,6.1126
Sample_007,7,OID00024,P15692,VEGFA,0.025,Cardiometabolic,v1.0,Plate_1,PASS,1.39,4.8612
Sample_007,7,OID00025,P01189,POMC,0.040,Cardiometabolic,v1.0,Plate_1,PASS,0.49,7.1756
Sample_007,7,OID00026,P01308,INS,0.047,Cardiometabolic,v1.0,Plate_1,PASS,0.68,2.9395
Sample_007,7,OID00027,P01258,CALCA,0.015,Cardiometabolic,v1.0,Plate_1,PASS,0.50,2.2229
Sample_007,7,OID00028,P06858,LPL,0.050,Cardiometabolic,v1.0,Plate_1,PASS,0.92,4.8649
Sample_007,7,OID00029,P04114,APOB,0.017,Cardiometabolic,v1.0,Plate_1,PASS,0.85,4.1510
Sample_007,7,OID00030,P02647,APOA1,0.027,Cardiometabolic,v1.0,Plate_1,PASS,0.87,5.0553
Sample_007,7,OID00031,P02649,APOE,0.035,Cardiometabolic,v1.0,Plate_1,PASS,0.36,3.7299
Sample_007,7,OID00032,P05155,SERPING1,0.012,Cardiometabolic,v1.0,Plate_1,PASS,0.90,5.3660
Sample_007,7,OID00033,P02741,CRP,0.035,Cardiometabolic,v1.0,Plate_1,PASS,1.14,6.8716
Sample_007,7,OID00034,P02787,TF,0.019,Cardiometabolic,v1.0,Plate_1,PASS,1.24,4.5576
Sample_007,7,OID00035,P00738,HP,0.025,Cardiometabolic,v1.0,Plate_1,PASS,1.47,3.5646
Sample_007,7,OID00036,P02768,ALB,0.025,Cardiometabolic,v1.0,Plate_1,PASS,0.15,2.6178
Sample_007,7,OID00037,P04217,A1BG,0.022,Cardiometabolic,v1.0,Plate_1,PASS,1.32,2.4450
Sample_007,7,OID00038,P01023,A2M,0.023,Cardiometabolic,v1.0,Plate_1,PASS,0.84,3.3745
Sample_007,7,OID00039,P10909,CLU,0.008,Cardiometabolic,v1.0,Plate_1,PASS,1.02,4.7345
Sample_007,7,OID00040,P01024,C3,0.048,Cardiometabolic,v1.0,Plate_1,PASS,0.76,3.4822
Sample_008,8,OID00001,P05231,IL6,0.043,Inflammation,v1.0,Plate_1,PASS,1.01,5.5829
Sample_008,8,OID00002,P01375,TNF,0.043,Inflammation,v1.0,Plate_1,PASS,1.29,6.9567
Sample_008,8,OID00003,P10145,CXCL8,0.038,Inflammation,v1.0,Plate_1,PASS,1.11,5.8457
Sample_008,8,OID00004,P13232,IL10,0.002,Inflammation,v1.0,Plate_1,PASS,1.32,5.8960
Sample_008,8,OID00005,P01579,IFNG,0.050,Inflammation,v1.0,Plate_1,PASS,1.39,6.9258
Sample_008,8,OID00006,P22301,IL1RL1,0.022,Inflammation,v1.0,Plate_1,PASS,1.15,5.8830
Sample_008,8,OID00007,P05112,IL4,0.022,Inflammation,v1.0,Plate_1,PASS,1.32,6.7321
Sample_008,8,OID00008,P60568,IL2,0.045,Inflammation,v1.0,Plate_1,PASS,1.07,6.2328
Sample_008,8,OID00009,P01374,LTA,0.019,Inflammation,v1.0,Plate_1,PASS,0.51,7.5643
Sample_008,8,OID00010,P29459,IL12A,0.027,Inflammation,v1.0,Plate_1,PASS,0.30,5.7623
Sample_008,8,OID00011,Q16552,IL17A,0.004,Inflammation,v1.0,Plate_1,PASS,0.34,2.5647
Sample_008,8,OID00012,Q9NPH3,IL1A,0.031,Inflammation,v1.0,Plate_1,PASS,1.32,3.9292
Sample_008,8,OID00013,P01583,IL1B,0.023,Inflammation,v1.0,Plate_1,PASS,0.30,6.9908
Sample_008,8,OID00014,P18510,IL1RN,0.013,Inflammation,v1.0,Plate_1,PASS,0.46,8.3080
Sample_008,8,OID00015,P10147,CCL3,0.034,Inflammation,v1.0,Plate_1,PASS,1.36,7.7060
Sample_008,8,OID00016,P13236,CCL4,0.022,Inflammation,v1.0,Plate_1,PASS,0.32,5.1600
Sample_008,8,OID00017,P13501,CCL5,0.021,Inflammation,v1.0,Plate_1,PASS,0.99,3.8720
Sample_008,8,OID00018,P78556,CCL20,0.042,Inflammation,v1.0,Plate_1,PASS,0.45,6.6472
Sample_008,8,OID00019,P02778,CXCL10,0.012,Inflammation,v1.0,Plate_1,PASS,0.78,7.2637
Sample_008,8,OID00020,Q07325,CXCL9,0.029,Inflammation,v1.0,Plate_1,PASS,0.90,6.4037
Sample_008,8,OID00021,P09341,GRO1,0.033,Inflammation,v1.0,Plate_1,PASS,1.47,6.2535
Sample_008,8,OID00022,P01137,TGFB1,0.028,Inflammation,v1.0,Plate_1,PASS,0.48,4.9424
Sample_008,8,OID00023,P09038,FGF2,0.030,Cardiometabolic,v1.0,Plate_1,PASS,0.17,4.0271
Sample_008,8,OID00024,P15692,VEGFA,0.045,Cardiometabolic,v1.0,Plate_1,PASS,0.80,2.7204
Sample_008,8,OID00025,P01189,POMC,0.018,Cardiometabolic,v1.0,Plate_1,PASS,0.95,4.3943
Sample_008,8,OID00026,P01308,INS,0.031,Cardiometabolic,v1.0,Plate_1,PASS,0.99,7.6173
Sample_008,8,OID00027,P01258,CALCA,0.042,Cardiometabolic,v1.0,Plate_1,PASS,1.02,3.9493
Sample_008,8,OID00028,P06858,LPL,0.045,Cardiometabolic,v1.0,Plate_1,PASS,0.98,2.8461
Sample_008,8,OID00029,P04114,APOB,0.029,Cardiometabolic,v1.0,Plate_1,PASS,0.72,4.2183
Sample_008,8,OID00030,P02647,APOA1,0.005,Cardiometabolic,v1.0,Plate_1,PASS,1.13,3.9745
Sample_008,8,OID00031,P02649,APOE,0.007,Cardiometabolic,v1.0,Plate_1,PASS,0.35,4.3040
Sample_008,8,OID00032,P05155,SERPING1,0.049,Cardiometabolic,v1.0,Plate_1,PASS,0.86,7.3893
Sample_008,8,OID00033,P02741,CRP,0.013,Cardiometabolic,v1.0,Plate_1,PASS,1.26,3.5435
Sample_008,8,OID00034,P02787,TF,0.024,Cardiometabolic,v1.0,Plate_1,PASS,1.25,4.3607
Sample_008,8,OID00035,P00738,HP,0.006,Cardiometabolic,v1.0,Plate_1,PASS,0.57,5.8637
Sample_008,8,OID00036,P02768,ALB,0.007,Cardiometabolic,v1.0,Plate_1,PASS,1.45,2.6696
Sample_008,8,OID00037,P04217,A1BG,0.049,Cardiometabolic,v1.0,Plate_1,PASS,1.11,7.9096
Sample_008,8,OID00038,P01023,A2M,0.040,Cardiometabolic,v1.0,Plate_1,PASS,1.45,4.3784
Sample_008,8,OID00039,P10909,CLU,0.027,Cardiometabolic,v1.0,Plate_1,PASS,0.12,3.2360
Sample_008,8,OID00040,P01024,C3,0.034,Cardiometabolic,v1.0,Plate_1,PASS,0.74,6.9814
Sample_009,9,OID00001,P05231,IL6,0.047,Inflammation,v1.0,Plate_1,PASS,1.25,5.8679
Sample_009,9,OID00002,P01375,TNF,0.012,Inflammation,v1.0,Plate_1,PASS,0.25,3.2438
Sample_009,9,OID00003,P10145,CXCL8,0.046,Inflammation,v1.0,Plate_1,PASS,0.89,9.8765
Sample_009,9,OID00004,P13232,IL10,0.003,Inflammation,v1.0,Plate_1,PASS,0.41,5.4878
Sample_009,9,OID00005,P01579,IFNG,0.020,Inflammation,v1.0,Plate_1,PASS,0.52,6.4712
Sample_009,9,OID00006,P22301,IL1RL1,0.047,Inflammation,v1.0,Plate_1,PASS,0.30,2.0605
Sample_009,9,OID00007,P05112,IL4,0.044,Inflammation,v1.0,Plate_1,PASS,0.24,4.4147
Sample_009,9,OID00008,P60568,IL2,0.023,Inflammation,v1.0,Plate_1,PASS,0.29,6.6464
Sample_009,9,OID00009,P01374,LTA,0.021,Inflammation,v1.0,Plate_1,PASS,1.42,3.8152
Sample_009,9,OID00010,P29459,IL12A,0.008,Inflammation,v1.0,Plate_1,PASS,1.14,2.8291
Sample_009,9,OID00011,Q16552,IL17A,0.020,Inflammation,v1.0,Plate_1,PASS,0.79,4.4106
Sample_009,9,OID00012,Q9NPH3,IL1A,0.002,Inflammation,v1.0,Plate_1,PASS,1.43,5.3491
Sample_009,9,OID00013,P01583,IL1B,0.043,Inflammation,v1.0,Plate_1,PASS,1.43,5.6846
Sample_009,9,OID00014,P18510,IL1RN,0.034,Inflammation,v1.0,Plate_1,PASS,0.24,6.1799
Sample_009,9,OID00015,P10147,CCL3,0.020,Inflammation,v1.0,Plate_1,PASS,0.60,1.0201
Sample_009,9,OID00016,P13236,CCL4,0.006,Inflammation,v1.0,Plate_1,PASS,0.37,3.8582
Sample_009,9,OID00017,P13501,CCL5,0.032,Inflammation,v1.0,Plate_1,PASS,1.03,5.9544
Sample_009,9,OID00018,P78556,CCL20,0.001,Inflammation,v1.0,Plate_1,PASS,0.94,3.6516
Sample_009,9,OID00019,P02778,CXCL10,0.028,Inflammation,v1.0,Plate_1,PASS,0.28,7.0568
Sample_009,9,OID00020,Q07325,CXCL9,0.038,Inflammation,v1.0,Plate_1,PASS,0.20,3.9090
Sample_009,9,OID00021,P09341,GRO1,0.016,Inflammation,v1.0,Plate_1,PASS,1.32,5.2783
Sample_009,9,OID00022,P01137,TGFB1,0.045,Inflammation,v1.0,Plate_1,PASS,0.31,6.0086
Sample_009,9,OID00023,P09038,FGF2,0.006,Cardiometabolic,v1.0,Plate_1,PASS,0.30,7.9654
Sample_009,9,OID00024,P15692,VEGFA,0.009,Cardiometabolic,v1.0,Plate_1,PASS,0.45,5.0528
Sample_009,9,OID00025,P01189,POMC,0.039,Cardiometabolic,v1.0,Plate_1,PASS,0.12,4.8182
Sample_009,9,OID00026,P01308,INS,0.016,Cardiometabolic,v1.0,Plate_1,PASS,0.43,4.7093
Sample_009,9,OID00027,P01258,CALCA,0.026,Cardiometabolic,v1.0,Plate_1,PASS,1.14,5.2255
Sample_009,9,OID00028,P06858,LPL,0.024,Cardiometabolic,v1.0,Plate_1,PASS,1.14,5.4374
Sample_009,9,OID00029,P04114,APOB,0.025,Cardiometabolic,v1.0,Plate_1,PASS,0.25,5.3152
Sample_009,9,OID00030,P02647,APOA1,0.002,Cardiometabolic,v1.0,Plate_1,PASS,1.42,3.2278
Sample_009,9,OID00031,P02649,APOE,0.023,Cardiometabolic,v1.0,Plate_1,PASS,0.83,5.6245
Sample_009,9,OID00032,P05155,SERPING1,0.003,Cardiometabolic,v1.0,Plate_1,PASS,1.45,2.0525
Sample_009,9,OID00033,P02741,CRP,0.025,Cardiometabolic,v1.0,Plate_1,PASS,1.06,5.2931
Sample_009,9,OID00034,P02787,TF,0.004,Cardiometabolic,v1.0,Plate_1,PASS,1.37,5.2002
Sample_009,9,OID00035,P00738,HP,0.014,Cardiometabolic,v1.0,Plate_1,PASS,0.19,6.7947
Sample_009,9,OID00036,P02768,ALB,0.027,Cardiometabolic,v1.0,Plate_1,PASS,0.99,5.9983
Sample_009,9,OID00037,P04217,A1BG,0.023,Cardiometabolic,v1.0,Plate_1,PASS,0.84,2.7933
Sample_009,9,OID00038,P01023,A2M,0.005,Cardiometabolic,v1.0,Plate_1,PASS,0.95,9.3185
Sample_009,9,OID00039,P10909,CLU,0.038,Cardiometabolic,v1.0,Plate_1,PASS,1.01,4.1239
Sample_009,9,OID00040,P01024,C3,0.011,Cardiometabolic,v1.0,Plate_1,PASS,1.11,2.1975
Sample_010,10,OID00001,P05231,IL6,0.023,Inflammation,v1.0,Plate_1,PASS,0.57,5.7692
Sample_010,10,OID00002,P01375,TNF,0.005,Inflammation,v1.0,Plate_1,PASS,0.68,5.3238
Sample_010,10,OID00003,P10145,CXCL8,0.008,Inflammation,v1.0,Plate_1,PASS,0.62,4.8121
Sample_010,10,OID00004,P13232,IL10,0.003,Inflammation,v1.0,Plate_1,PASS,1.39,5.9853
Sample_010,10,OID00005,P01579,IFNG,0.037,Inflammation,v1.0,Plate_1,PASS,0.24,5.3262
Sample_010,10,OID00006,P22301,IL1RL1,0.028,Inflammation,v1.0,Plate_1,PASS,1.24,4.4221
Sample_010,10,OID00007,P05112,IL4,0.006,Inflammation,v1.0,Plate_1,PASS,0.56,3.3510
Sample_010,10,OID00008,P60568,IL2,0.033,Inflammation,v1.0,Plate_1,PASS,0.60,4.0042
Sample_010,10,OID00009,P01374,LTA,0.048,Inflammation,v1.0,Plate_1,PASS,1.11,5.0054
Sample_010,10,OID00010,P29459,IL12A,0.018,Inflammation,v1.0,Plate_1,PASS,0.94,1.9808
Sample_010,10,OID00011,Q16552,IL17A,0.011,Inflammation,v1.0,Plate_1,PASS,1.02,4.0844
Sample_010,10,OID00012,Q9NPH3,IL1A,0.042,Inflammation,v1.0,Plate_1,PASS,0.25,4.5121
Sample_010,10,OID00013,P01583,IL1B,0.040,Inflammation,v1.0,Plate_1,PASS,0.90,5.0872
Sample_010,10,OID00014,P18510,IL1RN,0.049,Inflammation,v1.0,Plate_1,PASS,1.28,6.8808
Sample_010,10,OID00015,P10147,CCL3,0.001,Inflammation,v1.0,Plate_1,PASS,1.00,5.8622
Sample_010,10,OID00016,P13236,CCL4,0.041,Inflammation,v1.0,Plate_1,PASS,1.40,3.1198
Sample_010,10,OID00017,P13501,CCL5,0.015,Inflammation,v1.0,Plate_1,PASS,1.08,4.8965
Sample_010,10,OID00018,P78556,CCL20,0.000,Inflammation,v1.0,Plate_1,PASS,0.58,5.9405
Sample_010,10,OID00019,P02778,CXCL10,0.007,Inflammation,v1.0,Plate_1,PASS,0.66,8.1261
Sample_010,10,OID00020,Q07325,CXCL9,0.002,Inflammation,v1.0,Plate_1,PASS,0.99,3.5854
Sample_010,10,OID00021,P09341,GRO1,0.017,Inflammation,v1.0,Plate_1,PASS,0.69,4.9745
Sample_010,10,OID00022,P01137,TGFB1,0.036,Inflammation,v1.0,Plate_1,PASS,0.62,3.9562
Sample_010,10,OID00023,P09038,FGF2,0.003,Cardiometabolic,v1.0,Plate_1,PASS,0.22,5.3260
Sample_010,10,OID00024,P15692,VEGFA,0.031,Cardiometabolic,v1.0,Plate_1,PASS,0.32,3.0852
Sample_010,10,OID00025,P01189,POMC,0.024,Cardiometabolic,v1.0,Plate_1,PASS,1.03,4.4504
Sample_010,10,OID00026,P01308,INS,0.014,Cardiometabolic,v1.0,Plate_1,PASS,0.72,3.9384
Sample_010,10,OID00027,P01258,CALCA,0.014,Cardiometabolic,v1.0,Plate_1,PASS,0.70,5.0229
Sample_010,10,OID00028,P06858,LPL,0.024,Cardiometabolic,v1.0,Plate_1,PASS,1.05,4.2630
Sample_010,10,OID00029,P04114,APOB,0.030,Cardiometabolic,v1.0,Plate_1,PASS,0.65,4.7725
Sample_010,10,OID00030,P02647,APOA1,0.015,Cardiometabolic,v1.0,Plate_1,PASS,0.11,4.6033
Sample_010,10,OID00031,P02649,APOE,0.016,Cardiometabolic,v1.0,Plate_1,PASS,0.46,5.1966
Sample_010,10,OID00032,P05155,SERPING1,0.037,Cardiometabolic,v1.0,Plate_1,PASS,0.11,5.7910
Sample_010,10,OID00033,P02741,CRP,0.025,Cardiometabolic,v1.0,Plate_1,PASS,1.09,7.4604
Sample_010,10,OID00034,P02787,TF,0.040,Cardiometabolic,v1.0,Plate_1,PASS,1.27,6.3102
Sample_010,10,OID00035,P00738,HP,0.001,Cardiometabolic,v1.0,Plate_1,PASS,0.16,7.6833
Sample_010,10,OID00036,P02768,ALB,0.043,Cardiometabolic,v1.0,Plate_1,PASS,1.39,6.3057
Sample_010,10,OID00037,P04217,A1BG,0.021,Cardiometabolic,v1.0,Plate_1,PASS,1.09,3.2597
Sample_010,10,OID00038,P01023,A2M,0.001,Cardiometabolic,v1.0,Plate_1,PASS,0.26,4.1028
Sample_010,10,OID00039,P10909,CLU,0.042,Cardiometabolic,v1.0,Plate_1,PASS,0.97,3.7792
Sample_010,10,OID00040,P01024,C3,0.004,Cardiometabolic,v1.0,Plate_1,PASS,1.39,7.4046
Sample_011,11,OID00001,P05231,IL6,0.026,Inflammation,v1.0,Plate_1,PASS,0.92,7.4266
Sample_011,11,OID00002,P01375,TNF,0.016,Inflammation,v1.0,Plate_1,PASS,0.65,4.0715
Sample_011,11,OID00003,P10145,CXCL8,0.026,Inflammation,v1.0,Plate_1,PASS,0.34,6.0801
Sample_011,11,OID00004,P13232,IL10,0.025,Inflammation,v1.0,Plate_1,PASS,0.26,6.1421
Sample_011,11,OID00005,P01579,IFNG,0.041,Inflammation,v1.0,Plate_1,PASS,1.12,6.1548
Sample_011,11,OID00006,P22301,IL1RL1,0.012,Inflammation,v1.0,Plate_1,PASS,1.24,4.2250
Sample_011,11,OID00007,P05112,IL4,0.038,Inflammation,v1.0,Plate_1,PASS,0.94,5.6023
Sample_011,11,OID00008,P60568,IL2,0.009,Inflammation,v1.0,Plate_1,PASS,1.02,5.7912
Sample_011,11,OID00009,P01374,LTA,0.038,Inflammation,v1.0,Plate_1,PASS,1.16,5.2505
Sample_011,11,OID00010,P29459,IL12A,0.046,Inflammation,v1.0,Plate_1,PASS,0.73,3.2669
Sample_011,11,OID00011,Q16552,IL17A,0.043,Inflammation,v1.0,Plate_1,PASS,0.97,3.0420
Sample_011,11,OID00012,Q9NPH3,IL1A,0.008,Inflammation,v1.0,Plate_1,PASS,0.98,4.1601
Sample_011,11,OID00013,P01583,IL1B,0.014,Inflammation,v1.0,Plate_1,PASS,0.52,8.2739
Sample_011,11,OID00014,P18510,IL1RN,0.025,Inflammation,v1.0,Plate_1,PASS,0.18,5.6743
Sample_011,11,OID00015,P10147,CCL3,0.042,Inflammation,v1.0,Plate_1,PASS,0.18,4.3905
Sample_011,11,OID00016,P13236,CCL4,0.043,Inflammation,v1.0,Plate_1,PASS,0.21,6.5279
Sample_011,11,OID00017,P13501,CCL5,0.023,Inflammation,v1.0,Plate_1,PASS,0.81,6.2733
Sample_011,11,OID00018,P78556,CCL20,0.040,Inflammation,v1.0,Plate_1,PASS,0.88,3.3647
Sample_011,11,OID00019,P02778,CXCL10,0.033,Inflammation,v1.0,Plate_1,PASS,1.23,8.1010
Sample_011,11,OID00020,Q07325,CXCL9,0.024,Inflammation,v1.0,Plate_1,PASS,0.55,4.0023
Sample_011,11,OID00021,P09341,GRO1,0.045,Inflammation,v1.0,Plate_1,PASS,0.24,5.3128
Sample_011,11,OID00022,P01137,TGFB1,0.036,Inflammation,v1.0,Plate_1,PASS,0.58,5.4354
Sample_011,11,OID00023,P09038,FGF2,0.022,Cardiometabolic,v1.0,Plate_1,PASS,0.45,4.0771
Sample_011,11,OID00024,P15692,VEGFA,0.026,Cardiometabolic,v1.0,Plate_1,PASS,0.72,4.9736
Sample_011,11,OID00025,P01189,POMC,0.020,Cardiometabolic,v1.0,Plate_1,PASS,0.50,5.7860
Sample_011,11,OID00026,P01308,INS,0.030,Cardiometabolic,v1.0,Plate_1,PASS,0.57,6.2173
Sample_011,11,OID00027,P01258,CALCA,0.005,Cardiometabolic,v1.0,Plate_1,PASS,0.19,5.5284
Sample_011,11,OID00028,P06858,LPL,0.014,Cardiometabolic,v1.0,Plate_1,PASS,1.05,2.8999
Sample_011,11,OID00029,P04114,APOB,0.044,Cardiometabolic,v1.0,Plate_1,PASS,1.37,4.6397
Sample_011,11,OID00030,P02647,APOA1,0.029,Cardiometabolic,v1.0,Plate_1,PASS,0.57,2.8368
Sample_011,11,OID00031,P02649,APOE,0.035,Cardiometabolic,v1.0,Plate_1,PASS,1.45,5.8775
Sample_011,11,OID00032,P05155,SERPING1,0.030,Cardiometabolic,v1.0,Plate_1,PASS,0.65,6.0804
Sample_011,11,OID00033,P02741,CRP,0.040,Cardiometabolic,v1.0,Plate_1,PASS,0.63,7.9944
Sample_011,11,OID00034,P02787,TF,0.034,Cardiometabolic,v1.0,Plate_1,PASS,1.24,4.5097
Sample_011,11,OID00035,P00738,HP,0.026,Cardiometabolic,v1.0,Plate_1,PASS,1.06,6.1699
Sample_011,11,OID00036,P02768,ALB,0.021,Cardiometabolic,v1.0,Plate_1,PASS,1.00,2.8385
Sample_011,11,OID00037,P04217,A1BG,0.011,Cardiometabolic,v1.0,Plate_1,PASS,0.35,4.0800
Sample_011,11,OID00038,P01023,A2M,0.024,Cardiometabolic,v1.0,Plate_1,PASS,1.43,6.0864
Sample_011,11,OID00039,P10909,CLU,0.042,Cardiometabolic,v1.0,Plate_1,PASS,0.21,5.1198
Sample_011,11,OID00040,P01024,C3,0.039,Cardiometabolic,v1.0,Plate_1,PASS,0.24,5.8072
Sample_012,12,OID00001,P05231,IL6,0.017,Inflammation,v1.0,Plate_1,PASS,0.15,8.3859
Sample_012,12,OID00002,P01375,TNF,0.007,Inflammation,v1.0,Plate_1,PASS,1.17,2.3230
Sample_012,12,OID00003,P10145,CXCL8,0.039,Inflammation,v1.0,Plate_1,PASS,1.26,6.1621
Sample_012,12,OID00004,P13232,IL10,0.008,Inflammation,v1.0,Plate_1,PASS,1.23,5.6243
Sample_012,12,OID00005,P01579,IFNG,0.012,Inflammation,v1.0,Plate_1,PASS,1.05,3.5738
Sample_012,12,OID00006,P22301,IL1RL1,0.014,Inflammation,v1.0,Plate_1,PASS,0.72,5.5889
Sample_012,12,OID00007,P05112,IL4,0.015,Inflammation,v1.0,Plate_1,PASS,0.85,4.9849
Sample_012,12,OID00008,P60568,IL2,0.023,Inflammation,v1.0,Plate_1,PASS,1.23,3.3625
Sample_012,12,OID00009,P01374,LTA,0.049,Inflammation,v1.0,Plate_1,PASS,1.43,5.7322
Sample_012,12,OID00010,P29459,IL12A,0.014,Inflammation,v1.0,Plate_1,PASS,0.75,3.7640
Sample_012,12,OID00011,Q16552,IL17A,0.041,Inflammation,v1.0,Plate_1,PASS,1.45,3.6464
Sample_012,12,OID00012,Q9NPH3,IL1A,0.007,Inflammation,v1.0,Plate_1,PASS,1.22,6.2414
Sample_012,12,OID00013,P01583,IL1B,0.028,Inflammation,v1.0,Plate_1,PASS,1.32,6.8000
Sample_012,12,OID00014,P18510,IL1RN,0.042,Inflammation,v1.0,Plate_1,PASS,0.24,7.1476
Sample_012,12,OID00015,P10147,CCL3,0.014,Inflammation,v1.0,Plate_1,PASS,1.17,5.7296
Sample_012,12,OID00016,P13236,CCL4,0.007,Inflammation,v1.0,Plate_1,PASS,1.37,4.0112
Sample_012,12,OID00017,P13501,CCL5,0.023,Inflammation,v1.0,Plate_1,PASS,0.41,1.6476
Sample_012,12,OID00018,P78556,CCL20,0.001,Inflammation,v1.0,Plate_1,PASS,0.59,6.3893
Sample_012,12,OID00019,P02778,CXCL10,0.050,Inflammation,v1.0,Plate_1,PASS,0.43,8.4730
Sample_012,12,OID00020,Q07325,CXCL9,0.001,Inflammation,v1.0,Plate_1,PASS,0.62,5.5817
Sample_012,12,OID00021,P09341,GRO1,0.040,Inflammation,v1.0,Plate_1,PASS,1.01,7.6010
Sample_012,12,OID00022,P01137,TGFB1,0.014,Inflammation,v1.0,Plate_1,PASS,0.29,3.7925
Sample_012,12,OID00023,P09038,FGF2,0.035,Cardiometabolic,v1.0,Plate_1,PASS,0.29,6.1122
Sample_012,12,OID00024,P15692,VEGFA,0.000,Cardiometabolic,v1.0,Plate_1,PASS,0.73,2.9697
Sample_012,12,OID00025,P01189,POMC,0.027,Cardiometabolic,v1.0,Plate_1,PASS,1.27,6.0134
Sample_012,12,OID00026,P01308,INS,0.026,Cardiometabolic,v1.0,Plate_1,PASS,1.12,5.5507
Sample_012,12,OID00027,P01258,CALCA,0.002,Cardiometabolic,v1.0,Plate_1,PASS,0.52,5.9469
Sample_012,12,OID00028,P06858,LPL,0.040,Cardiometabolic,v1.0,Plate_1,PASS,0.69,5.7953
Sample_012,12,OID00029,P04114,APOB,0.030,Cardiometabolic,v1.0,Plate_1,PASS,1.37,4.2991
Sample_012,12,OID00030,P02647,APOA1,0.026,Cardiometabolic,v1.0,Plate_1,PASS,0.12,5.1936
Sample_012,12,OID00031,P02649,APOE,0.031,Cardiometabolic,v1.0,Plate_1,PASS,0.70,5.0423
Sample_012,12,OID00032,P05155,SERPING1,0.021,Cardiometabolic,v1.0,Plate_1,PASS,0.44,5.8341
Sample_012,12,OID00033,P02741,CRP,0.003,Cardiometabolic,v1.0,Plate_1,PASS,1.46,6.4748
Sample_012,12,OID00034,P02787,TF,0.025,Cardiometabolic,v1.0,Plate_1,PASS,0.84,4.4550
Sample_012,12,OID00035,P00738,HP,0.024,Cardiometabolic,v1.0,Plate_1,PASS,0.65,6.9014
Sample_012,12,OID00036,P02768,ALB,0.049,Cardiometabolic,v1.0,Plate_1,PASS,0.99,4.8603
Sample_012,12,OID00037,P04217,A1BG,0.017,Cardiometabolic,v1.0,Plate_1,PASS,1.20,4.9938
Sample_012,12,OID00038,P01023,A2M,0.031,Cardiometabolic,v1.0,Plate_1,PASS,1.13,5.2714
Sample_012,12,OID00039,P10909,CLU,0.002,Cardiometabolic,v1.0,Plate_1,PASS,0.57,5.3293
Sample_012,12,OID00040,P01024,C3,0.041,Cardiometabolic,v1.0,Plate_1,PASS,0.86,2.5770
Sample_013,13,OID00001,P05231,IL6,0.035,Inflammation,v1.0,Plate_1,PASS,0.75,7.9822
Sample_013,13,OID00002,P01375,TNF,0.041,Inflammation,v1.0,Plate_1,PASS,0.98,7.3235
Sample_013,13,OID00003,P10145,CXCL8,0.015,Inflammation,v1.0,Plate_1,PASS,0.74,9.1941
Sample_013,13,OID00004,P13232,IL10,0.010,Inflammation,v1.0,Plate_1,PASS,0.16,6.0023
Sample_013,13,OID00005,P01579,IFNG,0.049,Inflammation,v1.0,Plate_1,PASS,0.82,8.3709
